Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2723648552,2434776646,2001468868,2703014867,2909351793,3136258897,3039834559,3370843066,3852115817,4257218772,4863487493,5077222367,6761786387,8715105930,13209713643,15557934268,17728347375,20971901273,26364491313,33243422158,42345277342,44348672668,45207088716,48801369800,53698278906,57937868670,63696301893,66742267773,59089067187,55631489802,62045099643,45715367087,48003298223,49946455211,42542571306,41764052458,46941496780,48177862502,48187747529,48640574567,54790245601,54744714396,56760288974,67863829880,85324998814,1.03E+11,1.17E+11,1.35E+11,1.71E+11,1.37E+11,1.61E+11,2.00E+11,2.09E+11,2.10E+11,2.14E+11,1.66E+11,1.60E+11,1.68E+11,1.81E+11,..
Algeria,DZA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,27434399199,23701828112,19036113335,25568113636,27061141389,28740798890,27359811854,29946124626,33179179684,35977272902,39165815236,34727655044,44251356564,45938738804,49381809471,51873290453,56223777004,59180352663,64633724928,69466922771,70016133107,72116614360,76732080648,80875615322,85404646974,88564616568,88918875922,88296445990,87413476683,91259671545,91989749447,90885871916,92521819702,90578860786,89763654165,93174668346,96994828322,98061771374,1.03E+11,1.06E+11,1.10E+11,1.14E+11,1.20E+11,1.29E+11,1.34E+11,1.42E+11,1.45E+11,1.50E+11,1.53E+11,1.56E+11,1.61E+11,1.66E+11,1.71E+11,1.76E+11,1.83E+11,1.90E+11,1.96E+11,1.99E+11,2.03E+11,..
Algeria,DZA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2480.98563,2090.783287,1638.243986,2146.271842,2214.192522,2289.942015,2120.483825,2255.824179,2428.292761,2558.5254,2707.629164,2335.063964,2894.896344,2924.204363,3057.88179,3123.44687,3290.672589,3365.789443,3570.477029,3725.204415,3642.563384,3637.788508,3751.647597,3832.626974,3924.201193,3948.224981,3848.903935,3713.947642,3576.148861,3634.947061,3571.18744,3442.584201,3423.142806,3277.625215,3181.554306,3239.980699,3314.20372,3296.972081,3413.498658,3473.191077,3557.204771,3616.537016,3771.009571,3991.340492,4108.53051,4291.194168,4299.756559,4376.358533,4406.947221,4402.409201,4480.785777,4524.348982,4586.651663,4620.132179,4698.664711,4776.787543,4834.230203,4812.158456,4815.570527,..
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,246.3087625,214.7762735,172.2459978,226.8999888,238.048532,249.8834861,235.5981118,253.9236508,281.925745,302.7523067,336.2248556,341.3889873,442.3518782,554.7551249,817.9883085,936.7900258,1037.607038,1192.743888,1456.419396,1782.697981,2202.997365,2237.086325,2210.301928,2312.655619,2467.346422,2582.879589,2757.130524,2807.330297,2417.376683,2215.847558,2408.688815,1731.611274,1776.036674,1807.328548,1507.865318,1452.269445,1603.937921,1619.806224,1596.003714,1588.346331,1765.022577,1740.606649,1781.826864,2103.381467,2609.952692,3113.094651,3478.710436,3950.513605,4923.630818,3883.271127,4480.785777,5455.84231,5592.22191,5499.587764,5493.056772,4177.888966,3948.811897,4048.285258,4278.85006,..
Algeria,DZA,"Population, total",SP.POP.TOTL,11057863,11336339,11619828,11912803,12221675,12550885,12902627,13275026,13663583,14061722,14464985,14872250,15285990,15709825,16149025,16607707,17085801,17582904,18102266,18647815,19221665,19824301,20452902,21101875,21763575,22431502,23102389,23774284,24443467,25106190,25758869,26400479,27028326,27635515,28213774,28757785,29266405,29742979,30192754,30623406,31042235,31451514,31855109,32264157,32692163,33149724,33641002,34166972,34730608,35333881,35977455,36661444,37383887,38140132,38923687,39728025,40551404,41389198,42228429,..
Algeria,DZA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.4,..,..,..,..,..,..,5.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,..,..,..,..,..,..
Algeria,DZA,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.9,..,..,..,..,..,..,23.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.9,..,..,..,..,..,..,..,..
Algeria,DZA,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57.6,..,..,..,..,..,..,55.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.2,..,..,..,..,..,..,..,..
Algeria,DZA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.5,..,..,..,..,..,..,..,..
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5930503401,5550483036,5550483036,5784341596,6131475065,7553560459,7072063345,8083872012,8769250550,10201099040,11228764963,10603784541,8307810974,5768720422,4438321017,5538749260,7526446606,7648377413,6506229607,6152922943,9129594819,8936063723,15285594828,17812705294,23552052408,36970918699,52381006892,65266452081,88538611205,70307163678,83799496611,1.12E+11,1.28E+11,1.37E+11,1.46E+11,1.16E+11,1.01E+11,1.22E+11,1.06E+11,..
Angola,AGO,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26521449164,25354505078,25354505078,26419394653,28004558904,28984718323,29825275659,31042966694,32945556124,32959268546,31822141255,32137613013,30261328944,23003628100,23311730284,26808489833,30439530822,32653786719,34185623676,34931379542,35998401927,37512494192,42638834055,43913671239,48723474948,56046084738,62518109037,71276907518,79235785609,79916193296,83799496611,86708999524,94115810017,98778862978,1.04E+11,1.05E+11,1.02E+11,1.02E+11,99503815532,..
Angola,AGO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3179.538458,2934.397724,2831.972152,2847.501756,2912.66515,2909.528915,2890.015007,2904.129541,2976.636004,2877.338297,2685.778574,2623.713998,2390.807767,1759.353108,1726.315687,1922.416193,2113.750766,2195.718859,2225.684357,2201.52946,2195.630582,2213.681162,2433.804393,2423.293995,2597.456995,2883.978211,3102.650928,3409.503462,3652.153498,3549.577857,3587.883798,3579.960081,3748.449445,3796.882622,3843.198241,3748.320623,3530.309423,3409.929285,3229.61974,..
Angola,AGO,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,710.9816481,642.383858,619.9613575,623.4405848,637.7152307,758.2375762,685.2700853,756.261853,792.3031202,890.5541365,947.7041821,865.6927296,656.361756,441.2006733,328.6732947,397.1794508,522.6438073,514.2952232,423.5936602,387.784316,556.8363181,527.3335285,872.4944916,982.9608993,1255.564045,1902.422346,2599.566464,3121.995637,4080.94141,3122.780766,3587.883798,4615.468028,5100.095808,5254.882338,5408.410496,4166.979684,3506.072885,4095.812942,3432.385736,..
Angola,AGO,"Population, total",SP.POP.TOTL,5454933,5531472,5608539,5679458,5735044,5770570,5781214,5774243,5771652,5803254,5890365,6040777,6248552,6496962,6761380,7024000,7279509,7533735,7790707,8058067,8341289,8640446,8952950,9278096,9614754,9961997,10320111,10689250,11068050,11454777,11848386,12248901,12657366,13075049,13503747,13945206,14400719,14871570,15359601,15866869,16395473,16945753,17519417,18121479,18758145,19433602,20149901,20905363,21695634,22514281,23356246,24220661,25107931,26015780,26941779,27884381,28842484,29816748,30809762,..
Angola,AGO,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.3,..,..,..,..,..,..,..,30.1,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.6,..,..,..,..,..,..,..,55.7,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78.1,..,..,..,..,..,..,..,79.4,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.6,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,..,..,24450604878,18272123664,25605249382,28344705967,28630474728,24256667553,26436857247,31256284544,31584210366,33293199095,34733000536,52544000117,72436777342,52438647922,51169499891,56781000101,58082870156,69252328953,76961923742,78676842366,84307486837,1.04E+11,79092001998,88416668900,1.11E+11,1.11E+11,1.26E+11,76636898036,1.41E+11,1.90E+11,2.29E+11,2.37E+11,2.57E+11,2.58E+11,2.72E+11,2.93E+11,2.99E+11,2.84E+11,2.84E+11,2.69E+11,97724004252,1.28E+11,1.65E+11,1.99E+11,2.33E+11,2.88E+11,3.62E+11,3.33E+11,4.24E+11,5.30E+11,5.46E+11,5.52E+11,5.26E+11,5.95E+11,5.58E+11,6.43E+11,5.18E+11,..
Argentina,ARG,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1.16E+11,1.22E+11,1.21E+11,1.14E+11,1.26E+11,1.39E+11,1.38E+11,1.43E+11,1.50E+11,1.64E+11,1.69E+11,1.79E+11,1.82E+11,1.87E+11,1.97E+11,1.97E+11,1.93E+11,2.06E+11,1.97E+11,2.17E+11,2.21E+11,2.09E+11,2.08E+11,2.17E+11,2.20E+11,2.09E+11,2.21E+11,2.27E+11,2.25E+11,2.09E+11,2.04E+11,2.22E+11,2.40E+11,2.60E+11,2.75E+11,2.67E+11,2.82E+11,3.05E+11,3.16E+11,3.06E+11,3.03E+11,2.90E+11,2.58E+11,2.81E+11,3.06E+11,3.34E+11,3.60E+11,3.93E+11,4.09E+11,3.85E+11,4.24E+11,4.49E+11,4.44E+11,4.55E+11,4.44E+11,4.56E+11,4.46E+11,4.58E+11,4.47E+11,..
Argentina,ARG,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,5642.765138,5853.171906,5711.179338,5323.494309,5772.649967,6286.229347,6151.926026,6255.184022,6460.787452,6980.899178,7084.181478,7368.07758,7368.50577,7453.753557,7740.855928,7617.943151,7350.828567,7743.582315,7285.439556,7910.366622,7908.022618,7380.674984,7210.347021,7403.72721,7399.889119,6904.645044,7214.270703,7294.064256,7104.181201,6497.425545,6245.708577,6721.278239,7157.328311,7644.235692,7988.644614,7666.530004,7994.243371,8543.028534,8772.06321,8381.253998,8224.112827,7776.137872,6854.294081,7380.467087,7962.412309,8577.864994,9174.502458,9901.511881,10201.47594,9502.243585,10385.96443,10883.31536,10649.83729,10784.6307,10398.69401,10568.15781,10239.48135,10404.26351,10040.13074,..
Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,1155.89017,850.3047369,1173.238213,1279.113432,1272.802978,1062.543552,1141.080481,1329.058659,1322.590804,1372.374343,1408.865208,2097.022579,2844.863648,2027.337124,1948.224686,2129.708281,2146.364483,2520.921634,2758.835212,2776.32199,2927.89756,3553.377752,2659.7086,2926.12697,3613.621709,3562.875602,3985.19121,2383.867693,4333.482973,5735.360327,6823.537616,6969.118088,7483.139682,7408.708238,7721.354543,8213.1272,8289.505729,7774.736203,7708.100996,7208.371567,2593.40415,3349.806124,4277.721351,5109.851325,5919.012037,7245.448317,9020.873098,8225.137176,10385.96443,12848.8642,13082.66433,13080.25473,12334.79825,13789.06042,12790.24247,14591.86338,11652.56629,..
Argentina,ARG,"Population, total",SP.POP.TOTL,20481779,20817266,21153052,21488912,21824425,22159650,22494035,22828869,23168267,23517611,23880561,24259561,24653175,25056478,25462302,25865776,26264681,26661398,27061047,27471036,27896528,28338515,28794548,29262047,29737093,30216279,30698964,31184415,31668949,32148134,32618651,33079000,33529326,33970111,34402672,34828170,35246374,35657429,36063459,36467218,36870787,37275652,37681749,38087868,38491972,38892931,39289878,39684295,40080160,40482788,40788453,41261490,41733271,42202935,42669500,43131966,43590368,44044811,44494502,..
Argentina,ARG,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.4,..,..,..,..,..,0,0,..,..,..,1.1,2.1,2.4,2.3,4.1,4.6,4.1,4.6,4.8,5.7,9.4,14,6.8,5.2,3.7,3.2,2.6,2.6,2.5,2.2,0.9,0.8,0.7,0.7,..,0.7,0.5,..,..
Argentina,ARG,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.2,..,..,..,..,..,0,0.9,..,..,..,4.4,4.9,5.8,5.5,8.6,9.5,8.8,10.1,10.7,12.6,17.3,26.2,15.1,11.7,9.5,7.9,6.7,6.3,5.7,5.3,2.4,2.7,2.3,2.6,..,2.4,2.4,..,..
Argentina,ARG,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.5,..,..,..,..,..,4.9,8.3,..,..,..,14.2,14.9,15,15.7,20.5,22.3,21.3,23.2,24.2,26.3,31,44.2,30,25,21.1,17.3,16.2,14.7,13.3,12.7,8.8,8.4,8.2,8.9,..,8.5,7.7,..,..
Argentina,ARG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.3,25.7,32,..
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,18577668272,19653936611,19892485161,21507447643,23764139321,25937954978,27268451114,30397580916,32665472057,36628961810,41271138985,45149512823,51967289720,63738629084,88831245394,97171924075,1.05E+11,1.10E+11,1.18E+11,1.35E+11,1.50E+11,1.77E+11,1.94E+11,1.77E+11,1.93E+11,1.80E+11,1.82E+11,1.89E+11,2.36E+11,2.99E+11,3.11E+11,3.25E+11,3.25E+11,3.12E+11,3.22E+11,3.67E+11,4.00E+11,4.35E+11,3.99E+11,3.89E+11,4.15E+11,3.78E+11,3.95E+11,4.66E+11,6.12E+11,6.93E+11,7.46E+11,8.53E+11,1.05E+12,9.28E+11,1.15E+12,1.40E+12,1.55E+12,1.58E+12,1.47E+12,1.35E+12,1.21E+12,1.33E+12,1.43E+12,..
Australia,AUS,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1.99E+11,2.04E+11,2.07E+11,2.20E+11,2.35E+11,2.49E+11,2.55E+11,2.71E+11,2.85E+11,3.05E+11,3.27E+11,3.40E+11,3.53E+11,3.62E+11,3.77E+11,3.82E+11,3.92E+11,4.06E+11,4.10E+11,4.26E+11,4.39E+11,4.54E+11,4.69E+11,4.59E+11,4.80E+11,5.05E+11,5.25E+11,5.39E+11,5.70E+11,5.92E+11,6.13E+11,6.10E+11,6.13E+11,6.38E+11,6.63E+11,6.88E+11,7.15E+11,7.44E+11,7.78E+11,8.17E+11,8.49E+11,8.66E+11,9.00E+11,9.27E+11,9.65E+11,9.96E+11,1.02E+12,1.06E+12,1.10E+12,1.12E+12,1.15E+12,1.17E+12,1.22E+12,1.25E+12,1.28E+12,1.31E+12,1.35E+12,1.38E+12,1.42E+12,..
Australia,AUS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,19378.14367,19468.6492,19245.41027,20053.22034,21035.76049,21861.7352,21877.34915,22964.50631,23712.68023,24857.36999,26120.40089,26263.25208,26793.77367,27076.90141,27483.45537,27513.61056,27943.98942,28624.9189,28547.76185,29382.80249,29907.53485,30419.24737,30912.0015,29849.91422,30865.98793,32045.06358,32796.67413,33127.09843,34459.43678,35192.19696,35912.73383,35317.47325,35035.72672,36092.62389,37134.24405,38095.10112,39056.176,40153.59965,41555.91031,43168.28922,44334.39187,44585.16849,45806.68745,46595.90253,47926.72787,48813.88488,49443.19659,51024.20683,51841.25372,51767.35024,52022.1256,52567.74568,53673.09792,54137.18929,54705.72704,55183.73783,55875.09642,56228.80652,56919.37428,..
Australia,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,1807.78571,1874.83894,1851.841851,1964.15047,2128.068355,2277.656742,2340.438685,2576.284509,2720.082609,2986.949507,3299.843207,3489.952294,3943.787639,4763.724147,6473.165153,6994.308218,7476.748748,7765.070544,8242.075832,9281.523356,10194.39454,11833.82099,12766.59495,11518.66852,12431.94585,11437.71314,11364.3268,11624.45821,14254.6456,17798.0721,18211.13931,18821.25034,18569.50504,17633.97795,18045.86526,20319.63063,21861.32551,23468.59683,21318.96417,20533.03506,21679.24784,19490.86111,20082.48327,23447.031,30430.67644,33999.24286,36044.92281,40960.05449,49601.65671,42772.35917,52022.1256,62517.83375,68012.1479,68150.10704,62510.79117,56748.42026,50019.96777,54093.60219,57305.29902,..
Australia,AUS,"Population, total",SP.POP.TOTL,10276477,10483000,10742000,10950000,11167000,11388000,11651000,11799000,12009000,12263000,12507000,12937000,13177000,13380000,13723000,13893000,14033000,14192000,14358000,14514000,14692000,14927000,15178000,15369000,15544000,15758000,16018400,16263900,16532200,16814400,17065100,17284000,17495000,17667000,17855000,18072000,18311000,18517000,18711000,18926000,19153000,19413000,19651400,19895400,20127400,20394800,20697900,20827600,21249200,21691700,22031750,22340024,22733465,23128129,23475686,23815995,24190907,24601860,24992369,..
Australia,AUS,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,1,..,..,..,0.7,..,..,..,..,..,0.7,..,..,..,..,..,0.7,..,1,0.7,..,..,..,0.5,..,0.5,..,..,..,0.7,..,..,..,..,..
